candidate_id,doi,title,year,provider_type,review_order_group,title_signals,known_complementary_doi,occurrences,eligibility,methods
003090e0f132333507e8fd73,10.1016/j.biosx.2023.100324,Emerging trends in point-of-care biosensing strategies for molecular architectures and antibodies of SARS-CoV-2,2023,article,4,,False,1,UNREVIEWED,NOT_CODED
0034ffb2f72950f5df74417d,,Advanced Polymer Processing Facility,2012,article,5,,,1,UNREVIEWED,NOT_CODED
0035108ab841bd1c627a3adb,10.5281/zenodo.7017765,Work Function Tuning in Hydrothermally Synthesized Vanadium-Doped MoO3 and Co3O4 Mesostructures for Energy Conversion Devices,2021,article,4,,False,1,UNREVIEWED,NOT_CODED
003738132be77ca343be2413,10.1149/1945-7111/aca17f,Electrocatalytic CO 2 Reduction at Pyridine Functionalized Au Nanoparticles Supported by NanoCOT Electrode,2022,article,4,,False,1,UNREVIEWED,NOT_CODED
0037e4bf2d0211381b06e35e,10.2172/1907074,Catalytic Selective Oxidations with Porous Transition Metal Oxides,2022,report,4,,False,2,UNREVIEWED,NOT_CODED
0038653e8696b2cd4b7759a7,10.3390/nano13081424,Recent Advancements in TiO2 Nanostructures: Sustainable Synthesis and Gas Sensing,2023,article,4,oxide,False,2,UNREVIEWED,NOT_CODED
00389987c448a886bf05b978,10.1039/d0nr00176g,Type-II/type-II band alignment to boost spatial charge separation: a case study of g-C 3 N 4 quantum dots/a-TiO 2 /r-TiO 2 for highly efficient photocatalytic hydrogen and oxygen evolution,2020,article,4,oer,False,1,UNREVIEWED,NOT_CODED
003932428666a0845f4c9884,10.1063/5.0317211,Rational design of amorphous CoS coupling with crystalline Ni3B toward efficient oxygen evolution reaction: Computation and experiment,2026,article,4,oer,False,1,UNREVIEWED,NOT_CODED
003a1d4f1f780fb6efffc1a6,10.3929/ethz-b-000257079,Development of Oxide and Molecularly-defined Heterogeneous Catalysts for Anodic Water Oxidation,2017,dissertation,4,,False,4,UNREVIEWED,NOT_CODED
003df98f11dc1e641113ce88,10.1186/s40645-020-00326-2,29Si solid state NMR and Ti K-edge XAFS pre-edge spectroscopy reveal complex behavior of Ti in silicate melts,2020,article,4,,False,1,UNREVIEWED,NOT_CODED
003e7f28d419753f1dcfb060,10.1103/tybj-45th,Structural Evolution of Rutile TiO 2 ( 110 ) − ( 1 × 2 ) Reconstruction Driven by Oxygen-Promoted Titanium Migration,2025,article,4,surface,False,1,UNREVIEWED,NOT_CODED
0041b9f61ed75c4b14f0be6d,10.1007/s00410-011-0685-5,A case for hornblende dominated fractionation of arc magmas: the Chelan Complex (Washington Cascades),2011,article,4,,False,1,UNREVIEWED,NOT_CODED
0041ccaeaad9c009192e134f,10.3390/pr14071085,"Non-Precious Electrocatalysts for Alkaline Oxygen Evolution: Transition Metal Compounds, Carbon Supports, and Metal-Free Systems",2026,article,4,oer,False,2,UNREVIEWED,NOT_CODED
00428bdd8a9cbb6ae5d4b04e,10.1007/s11085-024-10307-1,Influence of Water Vapor and Local Gas Velocity on the Oxidation Kinetics of In625 at 900 °C: Experimental Study and CFD Gas Phase Simulation,2024,article,4,,False,1,UNREVIEWED,NOT_CODED
004379548d41dff768f1f39a,,Conversion électrochimique de l'urée sur des anodes à base de nickel,2023,dissertation,5,,,1,UNREVIEWED,NOT_CODED
004527873733b80b104da577,10.1002/ange.202413653,Oxyanion Engineering on RuO2 for Efficient Proton Exchange Membrane Water Electrolysis,2024,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
004bd920fab55d5d2b464799,10.1007/s13201-024-02286-0,Synergistic photocatalytic degradation of methylene blue using TiO2 composites with activated carbon and reduced graphene oxide: a kinetic and mechanistic study,2024,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
0051d8482c18ac7018e7f826,10.26599/nr.2025.94907672,Atomic interface engineering of ultra-small metastable α-MoC 1− x enables electronically modulated Pt catalysts for hydrogen evolution,2025,article,4,,False,1,UNREVIEWED,NOT_CODED
00539c44604a6ae32a841e5d,10.22541/au.174520647.78729472/v1,Compressive Strain Boosts IrBa-Co3O4 for Acidic Water Oxidation,2025,preprint,4,,False,2,UNREVIEWED,NOT_CODED
005521e1ae66e6734b2619ef,10.1016/j.apcata.2025.120226,Regulating the H adsorption on supported RuO2 toward efficient Hydrogen evolution catalysis,2025,article,4,"oxide,calculation",False,1,UNREVIEWED,NOT_CODED
0055321d08e0ddcbb313ec05,10.3390/ma14226866,Physical and Chemical Characterisation of the Pigments of a 17th-Century Mural Painting in the Spanish Caribbean,2021,article,4,,False,1,UNREVIEWED,NOT_CODED
0055fd629468bbe0415d31c7,10.31390/gradschool_dissertations.3303,Novel surface modifications and new nanostructured titania synthesis for high-performance lithium-ion batteries and solar cells,2012,dissertation,4,oxide,False,1,UNREVIEWED,NOT_CODED
005d27109bd070fdb430d3e3,10.3390/pr9111959,Recent Trends in Graphitic Carbon Nitride-Based Binary and Ternary Heterostructured Electrodes for Photoelectrochemical Water Splitting,2021,article,4,,False,2,UNREVIEWED,NOT_CODED
006292d37132be41c7b862bf,10.3390/ma18214864,Recent Progress in Low-Power-Consumption Metal Oxide Semiconductor Gas Sensors,2025,article,5,,,1,UNREVIEWED,NOT_CODED
006362f32db3a80fa050a446,10.12912/27197050/214187,Electrospun nanofiber polymer membranes for sustainable and efficient wastewater purification,2025,article,4,,False,1,UNREVIEWED,NOT_CODED
0065fb20647d9c92bb1f829a,10.1016/j.oregeorev.2013.10.004,"Supergene enrichment of precious metals by natural amalgamation in the Las Cruces weathering profile (Iberian Pyrite Belt, SW Spain)",2013,article,4,,False,1,UNREVIEWED,NOT_CODED
00667d16142ccf2dd85cf9ad,10.3390/catal13091261,Cyanogel-Based Preparation of Amorphous NiFe Nanoaggregates with Enhanced Activity and Stability for OER,2023,article,4,oer,False,1,UNREVIEWED,NOT_CODED
0068784fb84b1f069a10349e,10.1021/acscatal.4c07228,Impact of Tungsten Loading on the Activation of Zeolite-Based Catalysts for Methane Dehydroaromatization,2025,article,4,,False,1,UNREVIEWED,NOT_CODED
0068d907e0496ab376b2c9ad,10.1039/d3en00348e,Precursor- and waste-free synthesis of spark-ablated nanoparticles with enhanced photocatalytic activity and stability towards airborne organic pollutant degradation,2024,article,4,,False,1,UNREVIEWED,NOT_CODED
006b36d5e0df7803c2adde65,10.1038/ncomms8326,Efficient photosynthesis of carbon monoxide from CO2 using perovskite photovoltaics,2015,article,4,,False,1,UNREVIEWED,NOT_CODED
006cc2903387e981decc2db5,10.1039/c9ta10267a,Ruthenium( iii ) polyethyleneimine complexes for bifunctional ammonia production and biomass upgrading,2019,article,4,oxide,False,2,UNREVIEWED,NOT_CODED
0070734c4384e441ff4460c8,10.31032/ijbpas/2022/11.1.5804,REMOVAL OF PHARMACEUTICALS BY HYBRID MEMBRANE FILTRATION AND PERSONAL CARE PRODUCTS BY INTEGRATED MEMBRANE SYSTEM FROM WASTE WATER,2022,article,4,,False,1,UNREVIEWED,NOT_CODED
007572cf685c508ab4196336,10.3390/catal10080847,Effect of Calcination Time on the Physicochemical Properties and Photocatalytic Performance of Carbon and Nitrogen Co-Doped TiO2 Nanoparticles,2020,article,5,,,1,UNREVIEWED,NOT_CODED
00758da01f26ad9b8e527cb0,10.3389/fbioe.2022.978728,Glycerol amendment enhances biosulfidogenesis in acid mine drainage-affected areas: An incubation column experiment,2022,article,4,,False,1,UNREVIEWED,NOT_CODED
0075928c9a0dbf0f364b2f9b,,Effet de l'oxydation sur le comportement mécanique à haute température de structures minces en titane,2013,article,4,,False,1,UNREVIEWED,NOT_CODED
0076de7372273860f7c0af1b,,Ab initio thermodynamics of phase-separating and cation-disordered cathodes for Li-ion batteries,2016,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
007a3d15c8b06122cc5759a8,10.1016/j.ijhydene.2020.01.182,RuO2/Co3O4 Nanocubes based on Ru ions impregnation into prussian blue precursor for oxygen evolution,2020,article,2,"oer,oxide",False,1,UNREVIEWED,NOT_CODED
007bfbed8d95ec43e5ad1a94,10.1016/j.matdes.2021.109534,High entropy oxides-exploring a paradigm of promising catalysts: A review,2021,article,4,,False,2,UNREVIEWED,NOT_CODED
007c1b889c5f5de755d62b2e,10.1093/petrology/egaa092,"Crystallization and Segregation of Syenite in Shallow Mafic Sills: Insights from the San Rafael Subvolcanic Field, Utah",2020,article,4,,False,1,UNREVIEWED,NOT_CODED
007d97862658ccfd744ef250,10.3390/min16050461,"Gemological Characteristics and In Situ U-Pb Dating of Gem-Quality Grossular (var. Mali Garnet) from the Republic of Mali, Western Africa",2026,article,4,,False,1,UNREVIEWED,NOT_CODED
007e98b3e39b1a381f16efdd,10.4233/uuid:59e7e7a1-7571-4633-9206-b7cc57843864,A Template for Enhanced Lithium Ion Battery Electrodes,2014,dissertation,4,,False,2,UNREVIEWED,NOT_CODED
007e9e948f3164ca631ee322,10.2147/ijn.s249441,Biomedical Applications of TiO2 Nanostructures: Recent Advances,2020,article,5,,,1,UNREVIEWED,NOT_CODED
008054ed0f09b3cd517420eb,10.1016/j.apsadv.2022.100249,Facile synthesis of black N-TiO2 / N-RGO nanocomposite for hydrogen generation and electrochemical applications: New insights into the structure-performance relationship,2022,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
008124a6b47bc56f8b1d610e,10.1016/j.matlet.2018.01.061,NiO-Fe2O3/carbon nanotubes composite as bifunctional electrocatalyst for rechargeable Zn-air batteries,2018,article,4,,False,1,UNREVIEWED,NOT_CODED
0084f8f50c95b8d39b963f20,,Exploring Charge Transport Mechanisms and Conduction Limits in Rubrene Single Crystals,2018,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
008850cdc6a9ca30733cdb6e,10.3390/membranes10120388,Gas Permeation Characteristics of TiO2-ZrO2-Aromatic Organic Chelating Ligand (aOCL) Composite Membranes,2020,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00899119968a34ba898ca56f,10.25904/1912/2314,A Combined Photoelectrochemical and Theoretical Study to Understand Adsorption Properties of Organic Molecules on TiO2 Surfaces,2015,dissertation,5,,,1,UNREVIEWED,NOT_CODED
008a3671fc6e0e4a4a5dad3b,10.1016/j.jallcom.2021.159251,Effect of alloying elements on the properties of Ti-Al-Si alloys prepared by powder metallurgy,2021,article,4,,False,1,UNREVIEWED,NOT_CODED
008b7daca494949d0cdc9728,,Study of the antibacterial effect of surfaces treated with titanium compounds and their applicability in the agro-food industries,2017,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
008b8ce607691c4991dce6b2,10.3390/molecules29112564,Impact of Anchoring Groups on the Photocatalytic Performance of Iridium(III) Complexes and Their Toxicological Analysis,2024,article,4,oxide,False,2,UNREVIEWED,NOT_CODED
00903b5677593035446013a5,,Application of Femtosecond Laser Surface Processed Electrodes in Electrolysis of Water,2014,article,5,,,1,UNREVIEWED,NOT_CODED
0092c681683d0bdec19798a2,10.1039/d4ra08619h,Ni–Mo nanostructure alloys as effective electrocatalysts for green hydrogen production in an acidic medium,2025,article,4,,False,1,UNREVIEWED,NOT_CODED
00945250fea2ee0ba3455105,10.3389/fchem.2026.1874443,Supported Ir-based anode catalysts for proton exchange membrane water electrolysis: recent progress and perspectives,2026,article,4,,False,4,UNREVIEWED,NOT_CODED
0094e69c2cd714f4a2690254,10.1007/s44416-026-00111-2,Mechanical and microstructural assessment of sustainable geopolymer concrete incorporating waste glass powder and tire fiber aggregates,2026,article,4,,False,1,UNREVIEWED,NOT_CODED
0096c5ad391fbe7cb9513e69,10.1080/17458080.2014.999261,Application-wise nanostructuring of anodic films on titanium: a review,2015,article,4,,False,1,UNREVIEWED,NOT_CODED
009a252e560c2e12b22b0417,10.3390/min13121463,"Mineralogical Constraints on Magma Recharge and Mixing of the Post-Collisional Potassic Volcanic Rocks in Dahongliutan, NW Tibetan Plateau",2023,article,4,,False,1,UNREVIEWED,NOT_CODED
009c07c7c85f15e58d81573b,10.1016/j.jpowsour.2019.05.094,Heterogeneous CoFe–Co8FeS8 nanoparticles embedded in CNT networks as highly efficient and stable electrocatalysts for oxygen evolution reaction,2019,article,4,oer,False,1,UNREVIEWED,NOT_CODED
009e668d5b9b54568a5a93b8,10.1016/j.ceja.2021.100097,Self-generation of low ash carbon microspheres from the hydrothermal supernatant of anaerobic digestate: Formation insights and supercapacitor performance,2021,article,4,,False,1,UNREVIEWED,NOT_CODED
00a135dfed84a54088e1ab21,10.1002/er.6313,Hydrothermal synthesis of reduced graphene oxide‐anatase titania nanocomposites for dual application in organic solar cells,2020,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00a1c9f66b41843116b80789,,Elucidating the structures and catalytic properties of metallic nanoparticles,2015,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
00a2d7bc04a8bd81994dbc38,10.1149/ma2012-02/5/350,Novel Fluorine Doped Transition Metal Oxide (RuxSn1-xO2:F) Oxygen Evolution Electro-Catalysts for Hydrogen Generation from PEM Based Water Electrolysis,2012,conference-abstract,4,oer,False,1,UNREVIEWED,NOT_CODED
00a6d498b4ffef59e295517f,10.3390/catal13071124,Solution Plasma for Surface Design of Advanced Photocatalysts,2023,article,4,,False,1,UNREVIEWED,NOT_CODED
00a738ddb8c4f4416dcc46e0,10.17725/rensit.2018.10,,2018,paratext,4,,False,1,UNREVIEWED,NOT_CODED
00a75249870c1d604c647d61,10.26434/chemrxiv.10001818/v1,Intermediate Temperatures in Electrochemical Synthesis: Data and Theory Backed Motivation,2026,preprint,4,,False,3,UNREVIEWED,NOT_CODED
00a90234f1f660ae82b14f9c,10.1016/j.apsusc.2026.166350,Surface engineering of TiO2-CuO heterojunctions to optimize photocatalytic De-NOx performance,2026,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00aa3f22e202c20a694910f7,10.14232/phd.11434,The hydrocarbon system of the central part of the Hungarian Palaeogene Basin (Pannonian Basin),2023,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
00aaf4b6a93602ad3ce68952,,Plastic Waste Precursor-Derived Fluorescent Carbon and Construction of Ternary FCs@CuO@TiO2 Hybrid Photocatalyst for Hydrogen Production and Sensing Application,2022,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00aefd1c195ec2a99a600176,10.26599/nr.2026.94908919,Atomic-scale origins of ultraviolet-driven phase transition behavior in strongly correlated vanadium dioxide heterostructures,2026,article,4,,False,1,UNREVIEWED,NOT_CODED
00b20020f5ae462317f2b90a,10.3390/oxygen3040027,Molecular Mechanisms of Oxygen Evolution Reactions for Artificial Photosynthesis,2023,article,4,oer,False,4,UNREVIEWED,NOT_CODED
00b25ca4bd4c7d77afae7a74,10.5194/se-16-233-2025,"Hydroxyl in eclogitic garnet, orthopyroxene, and oriented inclusion-bearing clinopyroxene, western Norway",2025,article,4,,False,1,UNREVIEWED,NOT_CODED
00b3a9201fe73afb463de9a9,10.5281/zenodo.3701815,Carbon quantum dots as nano-scaffolds for Α-Fe2O3 growth: Preparation of Ti/CQD@Α-Fe2O3 photoanode for water splitting under visible light irradiation,2018,preprint,5,,,1,UNREVIEWED,NOT_CODED
00b4791184a84334f761f233,10.1016/j.gee.2020.11.009,Surface-mediated iron on porous cobalt oxide with high energy state for efficient water oxidation electrocatalysis,2020,article,5,,,1,UNREVIEWED,NOT_CODED
00bcdcfd85f89976ee48a3cf,10.1016/j.gca.2022.07.010,Heterogeneous nature of the carbonaceous chondrite breccia Aguas Zarcas – Cosmochemical characterization and origin of new carbonaceous chondrite lithologies,2022,article,4,,False,1,UNREVIEWED,NOT_CODED
00bd9ae041147652770e5952,10.5287/ora-jb6dkkmxr,Metal modified boron doped diamond electrodes and their use in electroanalysis,2011,dissertation,4,,False,2,UNREVIEWED,NOT_CODED
00bde6cb69e9cd42b480c3a1,10.1155/2022/4151421,Innovation of Tin Oxide Ceramic Manufacturing Process Based on WSN and Remote Visualization Technology,2022,article,4,,False,2,UNREVIEWED,NOT_CODED
00bf471c684bed87734811c9,10.1016/j.jallcom.2023.168751,The influence of Sb doping on the local structure and disorder in thermoelectric ZnO:Sb thin films,2023,article,4,,False,2,UNREVIEWED,NOT_CODED
00c204c44b37ebeeed92eff8,10.20944/preprints202411.0517.v1,Hydrogen and Oxygen Evolution on Flexible Catalysts Based on Nickel-Iron Coatings,2024,preprint,5,,,1,UNREVIEWED,NOT_CODED
00c3318f5573d854961281a8,10.1016/j.envint.2015.01.013,Review of nanomaterial aging and transformations through the life cycle of nano-enhanced products,2015,article,4,,False,1,UNREVIEWED,NOT_CODED
00c51882517e5289bafb15c6,,Electrochemical biosensor based on silicon nanowires/ platinum nanoparticles associated with loop-mediated isothermal amplification for detection of porcine DNA in food,2024,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
00c6e2fe067d63e76e333fd2,10.48187/stnanomat.2023.7.001,,2023,paratext,5,,,1,UNREVIEWED,NOT_CODED
00c914f8ca6d53bd0aba474d,10.4233/uuid:68bc7aa0-914c-4d2d-8e32-9d0ef996fdcc,Optimizing Photon Utilization in LED-Based Photocatalytic Reactors,2019,dissertation,5,,,1,UNREVIEWED,NOT_CODED
00c924a653634a09b250099a,10.1016/s1872-2067(23)64554-1,A Bi-doped RuO2 catalyst for efficient and durable acidic water oxidation,2023,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00caf463a56ff96d00d4451d,10.1016/j.matdes.2020.108703,"Influence of Ag alloying on the morphology, structure, mechanical properties, thermal stability and oxidation resistance of multilayered TiSiN/Ti(Ag)N films",2020,article,4,,False,1,UNREVIEWED,NOT_CODED
00cbc232907ac0f17c14c649,10.3390/min10010037,"Contrasting Fluids in the Svetlinsk Gold-Telluride Hydrothermal System, South Urals",2019,article,4,,False,1,UNREVIEWED,NOT_CODED
00cdfb739ed45e90a8b7430f,10.3390/nano13020323,The Local and Electronic Structure Study of LuxGd1−xVO4 (0 ≤ x ≤ 1) Solid Solution Nanocrystals,2023,article,4,,False,1,UNREVIEWED,NOT_CODED
00cfb860c4819b4894fb2bb1,10.21203/rs.3.rs-7200960/v1,Metastable Hexagonal Ir Based Porous Transport Electrode for Durable and Efficient Oxygen Evolution Reaction in Acidic Media,2025,preprint,4,oer,False,4,UNREVIEWED,NOT_CODED
00cffb70f6950b4c26775edc,10.1016/j.ultsonch.2018.09.030,Reduced graphene oxide (rGO) supported electron deficient B-doped TiO2 (Au/B-TiO2/rGO) nanocomposite: An efficient visible light sonophotocatalyst for the degradation of Tetracycline (TC),2018,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00d0e4f53eccc56b6d5d68ad,10.11606/d.3.2013.tde-15052014-164234,Estudo do catalisador Ag3PO4 para processo de fotodegradação em reatores solares.,2013,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
00d17ee5977e3e92c7b08c14,10.11606/t.44.2022.tde-10022023-085905,"Origin and composition of the Subcontinental Lithospheric Mantle (SCLM) along the lineament of 125° Azimuth, Brazil",2022,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
00d2b4ae6419fead1cd2b38b,10.1039/d6se00442c,From sunlight to formate at realistic temperatures and under dynamic irradiance: direct photovoltaic–electrochemical CO 2 reduction using a Cu 2 O:S gas diffusion electrode,2026,article,5,,,1,UNREVIEWED,NOT_CODED
00d3e2c57258d1800de671f6,10.1002/anie.201709652,The Common Intermediates of Oxygen Evolution and Dissolution Reactions during Water Electrolysis on Iridium,2017,article,2,"oer,oxide",False,1,UNREVIEWED,NOT_CODED
00d50a278feb1ae7084607c5,10.3390/gels11080670,Catalytic Interface of rGO-VO2/W5O14 Hydrogel for High-Performance Electrochemical Water Oxidation,2025,article,4,,False,1,UNREVIEWED,NOT_CODED
00d822beb1d8f2749d2ace29,10.1021/acscatal.7b03149,Reaction Pathways and Kinetics for Selective Catalytic Reduction (SCR) of Acidic NOx Emissions from Power Plants with NH3,2017,article,4,,False,1,UNREVIEWED,NOT_CODED
00d859b8fdbc6cc81e92f67b,10.25781/kaust-kjehz,MnO2 Based Nanostructures for Supercapacitor Energy Storage Applications,2013,dissertation,4,,False,2,UNREVIEWED,NOT_CODED
00d86ebd45862df0287e340a,10.1149/ma2014-02/49/2184,Preparation of IrO2-Ta2O5 Coatings on Ni Substrate and Oxygen Evolution in Alkaline Aqueous Solution,2014,conference-abstract,5,,,1,UNREVIEWED,NOT_CODED
00da46a49f0f31d17a28dccf,10.1016/j.electacta.2015.08.027,Carbon Supported Noble Metal (Pd and Au) Catalysts Synthesized by an Oxide Route with High Performance for Oxygen Reduction in Acidic Media,2015,article,4,,False,1,UNREVIEWED,NOT_CODED
00dbbc09168fccd2325c03f3,10.1380/jsssj.38.620,Structural Change of TiO2(110) Surface Involved in the Photoinduced Wettability Transition,2017,article,4,"surface,oxide",False,1,UNREVIEWED,NOT_CODED
00e0baf9685b03faac931f33,10.1007/s11663-016-0824-5,Potential of an Al-Ti-MgAl2O4 Master Alloy and Ultrasonic Cavitation in the Grain Refinement of a Cast Aluminum Alloy,2016,article,4,,False,1,UNREVIEWED,NOT_CODED
00e1941450b27128fcf9ec44,10.1038/s41467-021-24578-8,High crystallinity design of Ir-based catalysts drives catalytic reversibility for water electrolysis and fuel cells,2021,article,4,,False,2,UNREVIEWED,NOT_CODED
00ee9075c973a0226c45f5db,10.1007/s40843-020-1424-2,In-situ tracking of phase conversion reaction induced metal/metal oxides for efficient oxygen evolution,2020,article,4,oer,False,1,UNREVIEWED,NOT_CODED
00eee500f9ba5165326a5d00,10.1149/ma2024-02493492mtgabs,Enhancing Electrochemical Seawater Oxidation with Noble Metal-Decorated Co3O4 Nanocubes,2024,conference-abstract,5,,,1,UNREVIEWED,NOT_CODED
00f0bb65009ee34dfde9d025,10.3390/ijms27093975,MXene/TiO2 Photocatalyst: The Key Role of MXene Electron Trapping in Water and Air Treatment,2026,article,4,oxide,False,1,UNREVIEWED,NOT_CODED
00f1647857af65e58451a148,10.1039/d0sc00588f,In situ Raman study of the photoinduced behavior of dye molecules on TiO 2 ( hkl ) single crystal surfaces,2020,article,4,,False,1,UNREVIEWED,NOT_CODED
00f354dd76fef465bef6d9ea,10.1016/j.electacta.2022.141443,Metal dissolution from first principles: Potential-dependent kinetics and charge transfer,2022,article,4,calculation,False,2,UNREVIEWED,NOT_CODED
00f598729038155e05349e82,10.1021/acsaem.8b01387,InGaN/GaN Multiple Quantum Well Photoanode Modified with Cobalt Oxide for Water Oxidation,2018,article,5,,,1,UNREVIEWED,NOT_CODED
00f5c3b8e7f6cd21a61fda6a,10.20944/preprints202307.1614.v1,Electrochemical Degradation of Diuron by anodic oxidation on DSA in sulfate medium,2023,preprint,4,,False,2,UNREVIEWED,NOT_CODED
00f6fb1cb845f005bdf21e70,,Single- and Multi-Transducer Arrays Employing Nanoparticle Interface Layers as Vapor Detectors for a Microfabricated Gas Chromatograph,2015,dissertation,4,,False,1,UNREVIEWED,NOT_CODED
00f88048ab76797532f88446,10.1002/adfm.202600044,Bulk OsO 2 Single Crystals: Superior Catalysts for Water Oxidation,2026,article,4,,False,4,UNREVIEWED,NOT_CODED
