manifest,arm,tag,formula,candidate_status,seed,site_index,initial_metal,eta_V,pls,dG_OH,dG_O,dG_OOH,OH_m_o_A,OH_tier,OH_h_location,OH_category,O_m_o_A,O_tier,O_category,OOH_m_o_A,OOH_tier,OOH_o_o_A,OOH_o_o_class,OOH_h_location,OOH_h_carrier,OOH_binding_O,OOH_binding_metal,OOH_category,OOH_slab_rms_A,OOH_slab_max_A,unconverged_states,weak_states,reconstructed_states,pathway,all_states_intact,all_states_adsorbate_intact
mpa0__Ni31Cr29Cu5Mn35,CENSUS-1,mpa0,Ni31Cr29Cu5Mn35,evaluated,2,2,Cr,0.6719135270070486,1,1.9019135270070486,3.4561942195570943,4.710813539109894,1.8382895775607362,bound,ON_ADSORBATE,NORMAL,1.58917068602284,bound,RECONSTRUCTION,3.6498377975508487,desorbed,1.3431875638236128,SUPEROXO_LIKE,ON_ADSORBATE,binding_O,distal_O,Cr,DESORPTION,0.03857344281926066,0.06842582530349241,0,0,1,undefined,False,False
mpa0__Ni31Cr29Cu5Mn35,CENSUS-1,mpa0,Ni31Cr29Cu5Mn35,evaluated,2,3,Ni,0.7280828796310048,3,1.8757115485667222,1.051609130008192,3.009692009639197,1.8784287596228029,bound,ON_ADSORBATE,NORMAL,3.2950699745081238,desorbed,DESORPTION,3.7050494832548835,desorbed,1.2323796759219952,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.0919209357080522,0.20752645113971135,0,0,1,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,0,Ni,1.304908156695289,2,1.8114481985325832,4.346356355227872,4.54489305217527,1.9070192482458177,bound,ON_ADSORBATE,NORMAL,1.8205163627968957,bound,NORMAL,2.0848875585429605,bound,1.3321260311221645,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Ni,NORMAL,0.035965863449032916,0.1042356388395914,0,0,0,cus,True,True
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,1,Co,0.839308447358861,4,1.7369805392889597,3.7796051421169388,2.850691552641139,1.78380288272996,bound,ON_ADSORBATE,RECONSTRUCTION,1.6340150381915723,bound,RECONSTRUCTION,3.1417773048527455,desorbed,1.233577259031275,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.09288210388501941,0.2108921993682538,0,0,2,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,2,Fe,1.5252116739357584,4,1.7187064508319403,4.2121991917465245,2.1647883260642415,1.9012934648941626,bound,ON_ADSORBATE,NORMAL,1.8002580544149391,bound,NORMAL,2.834639287934833,weak,1.229681048801049,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DISSOCIATION,0.08016211565619961,0.34178938802529046,0,1,0,bridge,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,3,Ni,1.5300556544386277,4,1.6129985556109099,4.180182314038323,2.1599443455613723,1.8828811431825876,bound,ON_ADSORBATE,NORMAL,1.772227498594861,bound,NORMAL,3.5514275940975666,desorbed,1.2258364307148921,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.06872372175321083,0.30004086156755816,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,0,Co,0.9222268727615681,2,1.6279982086340063,3.7802250813955744,2.924903751162448,1.783025971096192,bound,ON_ADSORBATE,NORMAL,1.668217015786637,bound,NORMAL,3.9490634562288442,desorbed,1.2316921174254265,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.11040468305328438,0.37959485770841905,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,1,Fe,0.7090043026046837,4,1.913253432425416,3.024094619989601,2.9809956973953162,1.8973416565284937,bound,ON_ADSORBATE,NORMAL,2.0476964273496754,bound,NORMAL,4.066646815454973,desorbed,1.2331930537841629,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.06551252074315397,0.2215018995341071,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,2,Co,0.8910726772855622,2,1.8130374150807378,3.9341100923663,3.1927562023794294,1.8002377343813993,bound,ON_ADSORBATE,NORMAL,1.6411429748479636,bound,NORMAL,3.7778747896950464,desorbed,1.2343198042651224,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.10595757508342807,0.30400966724573525,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,3,Ni,0.7946191857615039,1,2.024619185761504,3.0930971506026346,3.079990810300275,1.9370931322527134,bound,ON_ADSORBATE,NORMAL,2.123804430328857,bound,NORMAL,3.3341691731662997,desorbed,1.2335490606830686,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.11513312110112683,0.5047154714214169,0,0,1,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,0,Cr,0.4530565522419163,2,1.6015430650656648,3.284599617307581,4.663954545181129,1.8085509324280893,bound,ON_ADSORBATE,NORMAL,1.5894617507495874,bound,RECONSTRUCTION,1.9754136641577082,bound,1.3721922129981474,OOH_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Cr,NORMAL,0.07273047078232144,0.22390188114889875,0,0,1,cus,False,True
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,1,Ni,1.3512764812375888,2,1.8888998809386188,4.470176362176208,4.723445879382611,1.8998269132729662,bound,ON_ADSORBATE,NORMAL,1.8204104798746312,bound,NORMAL,2.0959739798280306,bound,1.3343626131308495,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Ni,NORMAL,0.03410982934605616,0.1580604462677465,0,0,0,cus,True,True
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,2,Co,0.9748082967653584,2,1.6138688653586208,3.8186771621239792,3.4376457477769704,1.7583358044676807,bound,ON_ADSORBATE,NORMAL,1.646989020164248,bound,NORMAL,3.8365412309631366,desorbed,1.2360175783625997,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.05721220257545348,0.1710977946035423,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,3,Fe,1.2723422287315014,2,1.875028164062622,4.377370392794123,4.828416357343601,1.8809845957571847,bound,ON_ADSORBATE,NORMAL,1.7152929606805634,bound,NORMAL,2.614447546500211,weak,1.3189583072222084,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Fe,NORMAL,0.04460008892858486,0.10150943362970583,0,1,0,cus,True,True
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,0,0,Cr,1.2555584437045022,4,1.8084644159377725,2.9321692329257054,2.4344415562954977,1.862104624289287,bound,ON_ADSORBATE,NORMAL,1.5911363376971883,bound,RECONSTRUCTION,4.023433118365456,desorbed,1.2344773938586366,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cr,DESORPTION,0.5992656835808311,1.605272725587542,0,0,2,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,0,1,Ni,1.1397051089714858,3,1.7814764101055638,2.120803225273935,4.490508334245421,1.9461492821204387,bound,ON_ADSORBATE,NORMAL,2.9490228894668102,weak,MIGRATION,2.726909494330796,weak,1.3415499856338085,SUPEROXO_LIKE,ON_ADSORBATE,binding_O,distal_O,Ni,RECONSTRUCTION,0.22573510539626152,0.9856210560438321,0,2,2,cus,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,0,2,Cu,1.3003195261512142,4,1.2472614690761596,3.5041736030295603,2.389680473848786,1.82026238316281,bound,ON_ADSORBATE,RECONSTRUCTION,1.7753143517196037,bound,RECONSTRUCTION,3.5935830591004896,desorbed,1.2315391077658127,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.8388460619994729,3.1042411198720337,0,0,3,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,0,3,Co,0.8310209978775456,4,1.5398088759663673,3.6001368163262875,2.8589790021224544,1.7986053323632207,bound,ON_ADSORBATE,RECONSTRUCTION,1.6380448575648971,bound,RECONSTRUCTION,4.130764083863801,desorbed,1.2326532587761754,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.33337869513156876,1.1276112906552527,0,0,3,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,1,0,Cr,0.4791918879560475,1,1.7091918879560475,3.324198152354459,4.493787363933906,1.8539884402513769,bound,ON_ADSORBATE,NORMAL,1.592911521117442,bound,RECONSTRUCTION,1.9444834737307795,bound,1.3942360218529826,OOH_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Cr,NORMAL,0.07535803472104183,0.21540701915824312,0,0,1,cus,False,True
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,1,1,Cu,0.9338389792088568,1,2.163838979208857,1.6349708460941523,3.4100285109082065,1.8969995805093343,bound,ON_ADSORBATE,NORMAL,3.671454599621026,desorbed,DESORPTION,3.7279742127934057,desorbed,1.2359155584602421,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.07295650696963599,0.16389811678413577,0,0,1,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,1,2,Cr,0.7137723316313904,4,1.6470945475636776,3.381182977642286,2.9762276683686095,1.8394978798092991,bound,ON_ADSORBATE,NORMAL,1.5923472105699779,bound,RECONSTRUCTION,3.9966093073659867,desorbed,1.2350785598275098,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cr,DESORPTION,0.05795496674085837,0.17239692275692362,0,0,1,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,1,3,Cr,0.6112965884603758,1,1.8412965884603758,3.6113480388459926,3.5411047871627956,1.8427941432343597,bound,ON_ADSORBATE,NORMAL,1.5928733324526716,bound,RECONSTRUCTION,3.8418606483070286,desorbed,1.2353515080696762,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cr,DESORPTION,0.06321990681738454,0.19972408028670674,0,0,1,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,2,0,Co,0.8310321523880173,2,1.7943266457516196,3.855358798139637,3.314227691037105,1.7836784904279595,bound,ON_ADSORBATE,NORMAL,1.6850432882719646,bound,NORMAL,3.055509736865926,desorbed,1.2388740176954256,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.14772075974884435,0.43414625779819044,0,0,0,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,2,1,Co,0.7659465922812654,2,1.8984771677052898,3.894423759986555,3.3778949274972105,1.7907928748020019,bound,ON_ADSORBATE,RECONSTRUCTION,1.6315526105706717,bound,RECONSTRUCTION,3.2348148721055945,desorbed,1.2379953126158447,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.12077671778811898,0.31072730426075534,0,0,2,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,2,2,Cr,0.7685407573064671,1,1.998540757306467,3.4607185322667853,3.2996703867705164,1.8607825261086433,bound,ON_ADSORBATE,NORMAL,1.5866807112546606,bound,RECONSTRUCTION,4.028051233433625,desorbed,1.232379891078749,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cr,DESORPTION,0.2364730082319314,0.9056918937746454,0,0,2,undefined,False,False
mpa0__Cu26Ni9Cr31Co33,CENSUS-1,mpa0,Cu26Ni9Cr31Co33,evaluated,2,3,Cu,1.3620258053664696,2,2.0114099407305397,4.603435746097009,3.191711254812675,1.8485198351555376,bound,ON_ADSORBATE,NORMAL,1.8113830314474115,bound,NORMAL,3.1854328116766126,desorbed,1.2309145213416055,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.23994379115074935,0.9051515934415796,0,0,1,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,0,0,Cu,1.1244077169391442,2,1.987909620682752,4.342317337621896,2.710889418411854,1.870087973152676,bound,ON_ADSORBATE,NORMAL,1.9037906943104224,bound,NORMAL,3.368306206989695,desorbed,1.22577306401923,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Cu,DESORPTION,0.08116960626222147,0.18792023082970524,0,0,0,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,0,1,Ni,0.7653520190028198,4,1.7528959500516756,1.5780461945175583,2.92464798099718,1.8570736529075444,bound,ON_ADSORBATE,NORMAL,2.6807751993196844,weak,RECONSTRUCTION,3.510018528877481,desorbed,1.2313954551932407,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.0705880433966014,0.17989830635163712,0,1,1,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,0,2,Ni,1.0553273167718666,4,1.832136035992415,1.1390155496110632,2.6346726832281333,1.852561550701789,bound,ON_ADSORBATE,NORMAL,3.4837507891676376,desorbed,DESORPTION,3.3513218284326767,desorbed,1.225912130642319,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.0790837694789471,0.20663410199485027,0,0,1,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,0,3,Co,1.3234091815004954,4,1.8958938850118678,4.038441207911578,2.3665908184995046,1.7985785666366223,bound,ON_ADSORBATE,NORMAL,1.6381336438825889,bound,RECONSTRUCTION,3.568128001512645,desorbed,1.223192909280419,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.08227203729288551,0.2748814604418289,1,0,1,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,1,0,Fe,1.227378071566788,2,1.9223822544552953,4.379760326022083,3.2247358216127977,1.911057969384727,bound,ON_ADSORBATE,NORMAL,1.7982604671944746,bound,NORMAL,3.8143924564799265,desorbed,1.2296239273618725,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Fe,DESORPTION,0.07676945191185848,0.21109995824834615,0,0,0,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,1,1,Ni,0.7837312481899525,4,1.7826663934968914,1.205234421637986,2.9062687518100474,1.8559500699467193,bound,ON_ADSORBATE,NORMAL,3.682378565536445,desorbed,DESORPTION,3.3075637946071215,desorbed,1.2257050180391738,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.06347202002000134,0.1947256183352059,0,0,1,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,1,2,Fe,1.2254775956805286,2,1.9240795600284977,4.379557155709026,4.94478249641219,1.9158229700623115,bound,ON_ADSORBATE,NORMAL,1.7992280482300693,bound,NORMAL,2.1300720477875115,bound,1.3416681970243833,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Fe,NORMAL,0.04361152708174374,0.1291361549714892,0,0,0,cus,True,True
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,1,3,Cu,0.8071667745251725,4,1.9622647222991199,1.9899751394366698,2.8828332254748275,1.8699312692023946,bound,ON_ADSORBATE,NORMAL,3.683712594826071,desorbed,DESORPTION,3.162721260146603,desorbed,1.2332427157500263,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.0675288847962269,0.15236412212551156,0,0,1,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,2,0,Co,0.954876179815157,2,1.7311365566320327,3.9160127364471897,3.070518995080023,1.7865125265839037,bound,ON_ADSORBATE,NORMAL,1.6463977779991328,bound,NORMAL,3.6602752337154008,desorbed,1.2242785221310193,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Fe,DESORPTION,0.08433095937721749,0.21625275862432228,0,0,0,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,2,1,Co,0.9405855663037226,2,1.7981457083357335,3.968731274639456,2.9693885994914253,1.8206316231065118,bound,ON_ADSORBATE,NORMAL,1.6317817268512738,bound,NORMAL,3.0242871002803167,desorbed,1.23359038983433,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.061958077458307344,0.17985263000541615,0,0,0,undefined,False,False
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,2,2,Fe,1.0834958748019101,2,1.792107201073828,4.105603075875738,4.643991202754764,1.879129696146613,bound,ON_ADSORBATE,NORMAL,1.8411490610598673,bound,NORMAL,2.074292214313235,bound,1.3555116069996604,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Fe,NORMAL,0.04513377343227085,0.14238422796161473,0,0,0,cus,True,True
mpa0__Ni34Fe6Cu29Co31,CENSUS-1,mpa0,Ni34Fe6Cu29Co31,evaluated,2,3,Ni,0.7258416589359067,4,1.6812052090422989,1.8678375206305058,2.9641583410640933,1.8291965623861772,bound,ON_ADSORBATE,NORMAL,2.3586648340250385,weak,RECONSTRUCTION,2.3996454522866864,weak,1.2399808048160526,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Ni,DISSOCIATION,0.06836784272249045,0.20695870161727475,0,2,1,bridge,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,0,0,Mn,1.1742469632615364,2,1.4470165673897335,3.85126353065127,2.7162971305302235,1.8518747500923387,bound,ON_ADSORBATE,NORMAL,1.834890408016128,bound,NORMAL,3.730502136885262,desorbed,1.2304961753972476,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.03296821440504673,0.13497458433249948,0,0,0,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,0,1,Cr,0.9450356512370499,4,1.4868838311872659,3.0770769168768517,2.74496434876295,1.7693023867859723,bound,ON_ADSORBATE,NORMAL,1.586467433308886,bound,RECONSTRUCTION,3.7357086082593822,desorbed,1.232668394531936,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.037938409186591845,0.14328400978550704,0,0,1,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,0,2,Cr,0.9451884339539456,4,1.5771283354166266,3.3941758883666786,2.7448115660460544,1.8006612568103413,bound,ON_ADSORBATE,NORMAL,1.591378601428732,bound,RECONSTRUCTION,2.9018255445076897,weak,1.2396976823301107,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Cr,DISSOCIATION,0.05347799496748348,0.191840479916047,0,1,1,bridge,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,0,3,Co,1.082033754527144,2,1.5750853294774978,3.8871190840046417,2.734018070681772,1.7685366776739915,bound,ON_ADSORBATE,NORMAL,1.6585941512691325,bound,NORMAL,3.6240182633517977,desorbed,1.2312020949557685,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.047281024918844575,0.1388120071019145,0,0,0,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,1,0,Mn,1.2084361647092958,2,1.498843574026774,3.93727973873607,2.8809428843917444,1.848221858623512,bound,ON_ADSORBATE,NORMAL,1.807679326188199,bound,NORMAL,3.715708451209487,desorbed,1.231948223980473,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.04650930686674869,0.13132923303117972,0,0,0,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,1,1,Cu,1.1845706701735406,2,2.0724038982100077,4.486974568383548,3.6069649133238513,1.88484503865828,bound,ON_ADSORBATE,NORMAL,1.8879494749849635,bound,NORMAL,3.1169357668929236,desorbed,1.2386257044466025,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Cu,DESORPTION,0.05835677322051963,0.18995350183228538,0,0,0,undefined,False,False
mpa0__Cu8Cr23Mn35Co34,CENSUS-1,mpa0,Cu8Cr23Mn35Co34,evaluated,1,2,Mn,1.1853692798336777,2,1.5455775249719985,3.960946804805676,2.8834619709792846,1.8538725999202217,bound,ON_ADSORBATE,NORMAL,1.828374801694598,bound,NORMAL,3.8080254417840926,desorbed,1.2312268655917178,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Mn,DESORPTION,0.04079211853380995,0.13045094210112226,0,0,0,undefined,False,False
