screen_id,doi,title,publication_date,label_a,label_b,reason_a,reason_b,route,eligibility_status,method_status
S17717,10.1016/j.rechem.2022.100675,Role of electrolytic pH on the performance of nanostructured partially crystalline Nitrogen-doped Titanium Dioxide thin films in photoelectrochemical water splitting,2022-01-01,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,"N-doped TiO2 PEC water splitting, purely experimental, no computation mentioned.","N-doped TiO2 photoelectrochemical water splitting; rutile-family oxide, OER-relevant.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S19393,10.1038/s43246-023-00372-5,Phase stability of entropy stabilized oxides with the α-PbO2 structure,2023-06-09,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Phase stability of alpha-PbO2 oxides; not OER.,Phase stability of alpha-PbO2 high-entropy oxides; not electrocatalysis/OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S02388,10.3389/fmats.2016.00009,Carbon Materials as Additives to WO3 for an Enhanced Conversion of Simulated Solar Light,2016-02-16,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"WO3/carbon photocatalytic dye degradation; not OER, not rutile.","Carbon-WO3 photocatalytic dye degradation; not OER, not rutile.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S02476,,"Geology and paragenesis of the Boseto Copper Deposits, Kalahari Copperbelt, Northwest Botswana",2013-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Copper deposit geology; unrelated field.,Geology of copper deposit paragenesis; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S06756,10.1016/j.ijhydene.2018.10.142,Ketjen black carbon supported CoO@Co−N−C nanochains as an efficient electrocatalyst for oxygen evolution,2018-11-15,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"CoO@Co-N-C carbon-supported OER catalyst; non-rutile, no computation.","CoO@Co-N-C OER electrocatalyst; non-rutile carbon-supported oxide, no abstract.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S03634,,Nanostructured Materials as Effective Catalysts for Oxygen Reduction Reactions (ORR),2015-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,ORR-only nanomaterials thesis; no OER.,"ORR catalysts thesis (Pt, Cu); not OER, not rutile.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S06198,10.1002/cnma.201800252,Component‐Tunable Rutile‐Anatase TiO2/Reduced Graphene Oxide Nanocomposites for Enhancement of Electrocatalytic Oxygen Evolution,2018-07-24,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Rutile-anatase TiO2/RGO electrocatalytic OER study.,Rutile-anatase TiO2/RGO electrocatalytic OER with reported overpotential.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S29205,10.1039/d5ya00371g,Fe-functionalised N-doped Ti 3 C 2 T z MXene for the alkaline oxygen reduction reaction,2026-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Fe-N-doped MXene alkaline ORR; not OER, not rutile.",Fe-N-doped MXene for alkaline ORR only; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S22452,10.1002/smll.202310464,γ‐MnO2 as an Electron Reservoir for RuO2 Oxygen Evolution Catalyst in Acidic Media,2024-04-10,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,RuO2/MnO2 OER catalyst; theoretical and experimental results discussed.,RuO2/MnO2 rutile heterostructure acidic OER; mentions theoretical results.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S24580,10.1016/j.heliyon.2024.e41427,Rate capability and electrolyte concentration: Tuning MnO2 supercapacitor electrodes through electrodeposition parameters,2024-12-21,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,MnO2 supercapacitor electrodes; not OER.,MnO2 supercapacitor electrode tuning; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S30791,10.2139/ssrn.7284284,Perchlorate anion-directed radical partitioning between C-C coupling and alcohol formation in aqueous electrosynthesis,2026-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Electrosynthesis of C-C/alcohol products; no abstract, unrelated to OER.","Perchlorate-directed radical electrosynthesis; unrelated, no abstract.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S24801,10.3390/catal15010066,Microemulsion-Based Synthesis of Highly Efficient Ag-Doped Fibrous SiO2-TiO2 Photoanodes for Photoelectrochemical Water Splitting,2025-01-13,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Ag-doped SiO2-TiO2 photoanode PEC water splitting (implies OER).,"Ag-doped SiO2-TiO2 photoanode for PEC water splitting; rutile-family TiO2, OER-relevant.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S06221,10.5937/zasmat1802265o,CO tolerant Pt/Ru0.7Ti0.3O2 nanocatalyst for hydrogen oxidation reaction,2018-06-15,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Pt/RuTiO2 catalyst for hydrogen oxidation only, no OER.","Pt/Ru0.7Ti0.3O2 for CO-tolerant hydrogen oxidation reaction; HOR only, no OER.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S16859,10.1016/j.ceramint.2022.09.204,Photocatalytic sol-gel/P25 TiO2 coatings for water treatment: Degradation of 7 selected pharmaceuticals,2022-09-21,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2 coatings for pharmaceutical degradation; not OER.,TiO2 photocatalytic degradation of pharmaceuticals; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S19805,10.1016/j.nanoen.2023.108727,"Orthorhombic (Ru, Mn)2O3: A superior electrocatalyst for acidic oxygen evolution reaction",2023-07-20,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Orthorhombic (Ru,Mn)2O3 OER catalyst; explicitly non-rutile structure.","Orthorhombic (Ru,Mn)2O3 acidic OER catalyst; explicitly non-rutile structure.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S11369,10.1016/j.gexplo.2020.106719,"Hydrothermal alteration in Eshtehard volcanoes, Iran: Constraints from trace elements redistribution and stable isotope geochemistry",2020-12-24,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Hydrothermal alteration geochemistry; unrelated field.,"Hydrothermal alteration geochemistry of volcanoes; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S10174,10.1002/anie.202008116,A Surface‐Oxide‐Rich Activation Layer (SOAL) on Ni2Mo3N for a Rapid and Durable Oxygen Evolution Reaction,2020-07-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Ni2Mo3N nitride OER catalyst; non-oxide, non-rutile.","Ni2Mo3N OER catalyst; non-rutile nitride, not a rutile oxide.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S27539,10.1021/acs.est.5c10601,"Nitridated Iron-Based (Nano)Materials for Environmental Remediation: Synthesis, Characterization, and Performance",2025-11-14,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Nitridated iron materials for environmental remediation; unrelated to OER.,Review of nitridated iron materials for remediation; unrelated to OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S25651,10.1039/d5gc00038f,Insights into photoelectrocatalytic lignin oxidation to value-added products using a niobium-doped titanium dioxide photoanode,2025-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Nb-doped TiO2 photoanode for lignin oxidation, not water oxidation/OER.",Nb-doped TiO2 photoanode for lignin oxidation; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S22866,10.1038/s41467-024-48872-3,Large out-of-plane spin–orbit torque in topological Weyl semimetal TaIrTe4,2024-05-31,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Spin-orbit torque in Weyl semimetal; unrelated field.,Spin-orbit torque in Weyl semimetal TaIrTe4; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S13595,10.1016/j.vacuum.2021.110694,Gas pressure control of electric arc synthesis of composite Sn–SnO2–C nanomaterials,2021-10-21,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Arc synthesis of Sn-SnO2-C nanomaterials; no OER mentioned.,"Arc synthesis of Sn-SnO2-C nanomaterials; no OER, no abstract.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S10638,10.1149/1945-7111/abb7e8,Reaction Selectivity of IrO2-Based Nano/Amorphous Hybrid Oxide-Coated Titanium Anodes in Acidic Aqueous Solutions: Oxygen Evolution and Lead Oxide Deposition,2020-09-11,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,IrO2-Ta2O5/Ti anodes for OER and PbO2 deposition; rutile IrO2.,IrO2-Ta2O5/Ti rutile anodes; oxygen evolution reaction selectivity study.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S25762,10.25236/ajals.2025.060105,"Advances in Metallic Nano-Pesticides: Synthesis, Mechanisms, Applications, Safety, and Future Perspectives",2025-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Review of metallic nano-pesticides; unrelated field.,Review of metallic nano-pesticides in agriculture; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S12170,10.1016/j.jpcs.2021.110058,Size and strain induced phase formation and ferromagnetism in reduced TiO2 powders,2021-03-27,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Ferromagnetism in reduced TiO2 powders; not OER.,Ferromagnetism in reduced TiO2 powders; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S09703,10.48550/arxiv.2005.01871,Structural response of alpha-quartz under plate-impact shock compression,2020-05-04,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Shock compression of alpha-quartz; unrelated field.,"Shock compression of alpha-quartz; geophysics, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S22991,10.1002/cctc.202400795,Surface‐Segregated IrCo Nanoparticles on CoO Nanosheets with Ultralow Ir Loading for Efficient Acidic Water Splitting,2024-06-18,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,IrCo nanoparticles on CoO (non-rutile) acidic OER catalyst.,Ir-Co nanoparticles on CoO acidic OER; Ir-based catalyst benchmarked vs IrO2.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S15991,10.1016/j.biortech.2022.127490,Treatment of secondary urban wastewater with a low ammonium-tolerant marine microalga using zeolite-based adsorption,2022-06-17,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Marine microalga wastewater treatment; unrelated field.,Marine microalgae wastewater treatment; unrelated field.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S14472,10.17771/pucrio.acad.51016,MODELLING OF TIO2 PROPERTIES FOR THE BAND GAP PREDICTION USING ARTIFICIAL NEURAL NETWORKS,2020-04-29,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,ANN modeling of TiO2 band gap for photocatalysis; not OER.,ANN modeling of TiO2 band gap for photocatalysis; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08964,10.1002/adfm.202070001,Efficient OER Catalysts: Efficient OER Catalyst with Low Ir Volume Density Obtained by Homogeneous Deposition of Iridium Oxide Nanoparticles on Macroporous Antimony‐Doped Tin Oxide Support (Adv. Funct. Mater. 1/2020),2020-01-01,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,IrO2 nanoparticle OER catalyst on antimony-doped tin oxide support; rutile IrO2.,IrO2 nanoparticles on ATO support; oxygen evolution reaction catalyst.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S10318,10.1002/cssc.202001187,Electrochemical Lignin Conversion,2020-07-21,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Review of electrochemical lignin conversion; not OER.,"Review of electrochemical lignin conversion; not OER, not rutile.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S31071,10.24568/31124,"Modes of occurrence and chemical compositions of garnets from the Seba pelitic schists in the Sambagawa metamorphic belt, central Shikoku, Japan",2012-12-27,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Garnet mineral chemistry in metamorphic schists; unrelated field.,"Garnet geochemistry in metamorphic schists; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S26772,10.1002/cctc.202500530,Advanced Characterization of Proton Exchange Membrane Water Electrolyzers with Spatially‐Resolved X‐Ray Imaging,2025-08-28,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Review of PEMWE synchrotron characterization; covers OER catalyst degradation.,Review of PEMWE degradation via X-ray imaging; touches Ir/Ru rutile OER catalysts.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S24837,10.1016/j.jcis.2025.01.086,Chemisorption and physisorption of alcohols on iron(III) oxide-terminated surfaces from nonpolar solvents,2025-01-16,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Alcohol adsorption on hematite; not OER, not rutile.","Alcohol adsorption on hematite (Fe2O3); non-rutile, not OER.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S26430,10.1021/acsami.5c07488,Hierarchically Structured Ti-TiO 2 Membranes Fabricated by Femtosecond Laser Ablation and Atomic Layer Deposition for Enhanced Photoelectrochemical Water Splitting,2025-07-21,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Ti-TiO2 membrane photoanode for PEC water splitting (implies OER).,"Ti-TiO2 membrane photoanode for PEC water splitting; rutile-family oxide, OER-relevant.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S27848,,Gas Permeation Characteristics of TiO2-ZrO2-Aromatic Organic Chelating Ligand (aOCL) Composite Membranes,2020-12-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2-ZrO2 gas separation membranes; unrelated to OER.,TiO2-ZrO2 gas separation membranes; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S01982,10.1016/j.lithos.2015.09.028,What can we learn from melt inclusions in migmatites and granulites?,2015-10-26,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Melt inclusions in migmatites/granulites; unrelated field.,"Melt inclusions in migmatites/granulites; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S24122,10.1038/s41598-024-77752-5,"A comparative study for optimizing photocatalytic activity of TiO2-based composites with ZrO2, ZnO, Ta2O5, SnO, Fe2O3, and CuO additives",2024-11-07,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2 composite photocatalytic herbicide degradation; not OER.,TiO2 composite photocatalytic herbicide degradation; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S04356,10.15541/jim20160456,Terahertz and Metal-insulator Transition Properties of VO$lt;inf$gt;2$lt;/inf$gt; Film Grown on Sapphire Substrate with MBE,2017-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,VO2 metal-insulator transition thin film; unrelated to OER.,VO2 metal-insulator transition/terahertz properties; unrelated to OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S01912,10.1086/677046,"Nanodiamond-Rich Layer across Three Continents Consistent with Major Cosmic Impact at 12,800 Cal BP",2014-08-26,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Nanodiamond cosmic impact layer geology; unrelated field.,"Nanodiamond layer from cosmic impact evidence; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S19357,10.1039/d3ey00092c,Strategies for the design of ruthenium-based electrocatalysts toward acidic oxygen evolution reaction,2023-01-01,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,Review of Ru-based acidic OER electrocatalyst design strategies.,Review of Ru-based acidic OER electrocatalyst design; rutile RuO2 focus.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S26144,10.3390/w17131875,Enhancing Photocatalytic Activity with the Substantial Optical Absorption of Bi2S3-SiO2-TiO2/TiO2 Nanotube Arrays for Azo Dye Wastewater Treatment,2025-06-24,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Bi2S3-TiO2 nanotube photocatalytic dye degradation; not OER.,Bi2S3-TiO2-SiO2 nanotube photocatalytic dye degradation; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S08135,10.1039/c9ta04482e,TiO 2 photoanodes with exposed {0 1 0} facets grown by aerosol-assisted chemical vapor deposition of a titanium oxo/alkoxy cluster,2019-01-01,POSSIBLY_RELEVANT,POSSIBLY_RELEVANT,TiO2 photoanode PEC water splitting with exposed facets.,"TiO2 photoanodes with exposed facets for photoelectrochemical performance; rutile-family, OER-relevant.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S17390,10.1002/cey2.270,Ultrathin origami accordion‐like structure of vacancy‐rich graphitized carbon nitride for enhancing CO2 photoreduction,2022-11-23,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,"Carbon nitride CO2 photoreduction; not OER, not rutile.","Carbon nitride structure for CO2 photoreduction; not TiO2/rutile, not OER.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S01185,10.1063/1.4890492,Universal tight binding model for chemical reactions in solution and at surfaces. III. Stoichiometric and reduced surfaces of titania and the adsorption of water,2014-07-28,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,Tight-binding model of titania surfaces/water adsorption; no OER/overpotential.,Tight-binding model of rutile/anatase titania surfaces for catalysis/electrochemistry; computational rutile study.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S27217,10.1103/cvqr-4wkd,Moiré-resonant surface state in ultrathin RuO 2 ( 110 ),2026-06-10,POSSIBLY_RELEVANT,CLEARLY_IRRELEVANT,"STM/DFT study of RuO2(110) surface electronic structure; rutile(110), not explicitly OER.","Moire charge order on ultrathin RuO2(110); condensed-matter physics, not OER.",FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S23859,10.1016/j.earscirev.2024.104947,On tin and lithium granite systems: A crustal evolution perspective,2024-10-05,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Tin/lithium granite metallogeny review; unrelated field.,"Review of tin-lithium granite metallogeny; geology, unrelated.",PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S03870,10.1088/1742-6596/786/1/012046,Formation of TiO2 nanostructure by plasma electrolytic oxidation for Cr(VI) reduction,2017-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,TiO2 plasma electrolytic oxidation for Cr(VI) reduction; not OER.,TiO2 by plasma electrolytic oxidation for Cr(VI) reduction; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S00446,10.6000/2369-3355.2014.01.01.4,Oxidation Behavior of Hf-Modified Aluminide Coatings on Inconel-718 at 1050°C,2014-06-24,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Aluminide coating oxidation on Inconel superalloy; not electrocatalysis.,Cyclic oxidation of aluminide coatings on superalloy; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S25001,10.1039/d4cp03904a,Conversion of methanol at copper clusters on TiO 2 (110) and SiO x : direct dehydrogenation vs. partial oxidation and influence of cluster size and substrate,2025-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Methanol reaction at Cu clusters on TiO2(110); not OER.,Methanol conversion on Cu clusters on rutile TiO2(110); not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S00673,10.4236/ampc.2013.31008,Cu- and Ni-Doping Effect on Structure and Magnetic Properties of Fe-Doped ZnO Nanoparticles,2013-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Cu/Ni-doped ZnO magnetic properties; unrelated field.,Cu/Ni-doped ZnO magnetic properties; unrelated to OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S03462,,Reactive High Power Impulse Magnetron Sputtering of Zinc Oxide for Thin Film Transistor Applications,2015-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,HiPIMS deposition of ZnO for thin-film transistors; unrelated to OER.,HiPIMS deposition of ZnO for TFTs; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S01315,10.1155/2014/835450,Influence of Sn Doping on Phase Transformation and Crystallite Growth of TiO2 Nanocrystals,2014-01-01,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Sn-doped TiO2 phase transformation study; not OER.,Sn-doped TiO2 phase transformation/crystallite growth; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
S18297,10.1002/9783527835423.ch4,Photocatalytic Overall Water Splitting and Related Processes for Strategic Energy Storage into Hydrogen,2023-02-17,CLEARLY_IRRELEVANT,POSSIBLY_RELEVANT,Book chapter on photocatalytic water splitting mechanisms generally; not computational OER on rutile.,Book chapter reviewing photocatalytic overall water splitting including TiO2; flagged as review.,FULL_TEXT_REVIEW,NOT_DECIDED,NOT_CODED
S15906,10.3390/met12060948,Study on the Surface Modification of Nanostructured Ti Alloys and Coarse-Grained Ti Alloys,2022-05-31,CLEARLY_IRRELEVANT,CLEARLY_IRRELEVANT,Surface modification of Ti alloys; not electrocatalysis.,Surface modification of nanostructured Ti alloys; not OER.,PRESCREEN_EXCLUDED,NOT_DECIDED,NOT_CODED
