provider_id,membership,old_candidate_ids,title,doi,publication_date,type,metadata_variants,eligibility_status,method_status
https://openalex.org/W111074743,BOTH,e5c22da6189e180b469f6ee5,Stratiform chromite deposit model,https://doi.org/10.3133/sir20105070e,2012-01-01,report,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W112676386,BOTH,60a256ca9bc7c5caaa234b40,Surface Plasmonic Core-Shell Particles for Solar Energy Harvesting,,2014-06-16,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W113108479,BOTH,5c4cc31c858f625bb9503db1,Dégradation photochimique et photocatalytique en solutions aqueuses de composés pharmaceutiques et de soins personnels (PPSP) : application à l'aténolol et à l'acide 2-phenylbenzimidazole-5-sulfonique,,2014-05-19,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W11326823,BOTH,73258ba40f20363db80cad39,Rare Earth Elements in the surface Ocean under the Saharan dust belt,https://doi.org/10.1180/minmag.2013.077.5.8,2013-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W113293200,BOTH,d0a9a6802698bd337c095207,"Stable Isotopes and XRD Investigation of Gold Mineralization at the Syenite-Hosted Young-Davidson Deposit, Matachewan, Ontario",,2012-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1133748379,BOTH,00da46a49f0f31d17a28dccf,Carbon Supported Noble Metal (Pd and Au) Catalysts Synthesized by an Oxide Route with High Performance for Oxygen Reduction in Acidic Media,https://doi.org/10.1016/j.electacta.2015.08.027,2015-08-12,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1135792483,BOTH,b3faacd0eee4264e0fb9797b,Unraveling rare earth element signatures in hydrothermal carbonate minerals using a source–sink system,https://doi.org/10.1016/j.oregeorev.2015.07.022,2015-07-29,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1137078311,BOTH,7fe44bdcf1139fa7e488f05c,"Principal component analysis of magnetite composition from volcanogenic massive sulfide deposits: Case studies from the Izok Lake (Nunavut, Canada) and Halfmile Lake (New Brunswick, Canada) deposits",https://doi.org/10.1016/j.oregeorev.2015.06.023,2015-07-05,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W114313555,BOTH,fabf2e939c138e29c7b41005,Evaluation par nanoindentation des propriétés mécaniques locales d’alliages de titane superélastiques et à mémoire de forme,,2014-11-07,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W114471378,BOTH,b76ee36a4eca7700331aad80,Destabilization of magnesium hydride through interface engineering,https://doi.org/10.4233/uuid:0d10c8b5-102a-4be7-9b3c-1d0aa434adf1,2013-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1145608098,BOTH,07f025cfb1a00319822b09c7,Visible-light-induced water splitting on a chip,https://doi.org/10.3990/1.9789036538954,2015-04-28,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W11592596,BOTH,0513b9189041864e854109a8,Rational Design of Perovskite Based Anode Materials For Solid Oxide Fuel Cells: A Computational Approach,,2013-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W117415943,BOTH,4bce84847adc23b4180dff4d,Electrocatalysts for medium temperature PEM water electrolysis,,2013-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1178205619,BOTH,d1dc6aac858e55d150b6cc2c,Modulation of protein behavior through light responses of TiO2 nanodots films,https://doi.org/10.1038/srep13354,2015-08-26,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1184737082,BOTH,12dba1820b94c426041f6d46,FABRICATION OF DRUG ELUTING TI IMPLANTS FOR DENTAL/ORTHOPEDIC APPLICATIONS,https://doi.org/10.37099/mtu.dc.etds/961,2014-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1186952063,BOTH,2c811626a3c2da3135a77b53,Advanced Functional Materials for Energy Related Applications,,2015-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W119116241,BOTH,1e39529e97f3f9941cfaa1aa,Integrated experimental and theoretical study of surface properties of TiO2 nanoparticles.,,2012-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1193715893,BOTH,b65b80ca53551895b09b76bd,Understanding Titanium Dioxide Passivation on Silicon Photoanodes in Photoelectrochemical Cells,,2015-07-02,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1194728652,BOTH,dde0a7da2f82d799bc6b0d40,Optimization of Aggregating agents and SERS Substrates for SERS detection of Cotinine and trans 3'-hydroxycotinine,,2015-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1198008732,BOTH,aeb2b512190d06d3822676d0,"Granites of the intracontinental termination of a magmatic arc: an example from the Ediacaran Araçuaí orogen, southeastern Brazil",https://doi.org/10.1016/j.gr.2015.07.015,2015-08-29,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1200183159,BOTH,c40959e121f36718a438b6e7,The giant Kalgoorlie Gold Field revisited,https://doi.org/10.1016/j.gsf.2015.07.006,2015-08-18,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W120032410,BOTH,80588b022dfb6fe391a227ed,Nanostructured Electrocatalysts for Triglyceride Hydrogenation.,,2011-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W120065228,BOTH,b1ffc6104262c166fd86c8e6,"Synthesis and physical properties of hetero-substituted-HATNs and their Cu(I) and Re(I) complexes : a thesis presented in partial fulfilment of the requirements for the degree of Doctor of Philosophy in Chemistry at Massey University, Palmerston North",,2013-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1201539437,BOTH,b7a90b593bef750f29cb6ad0,"The Au-bearing vein system of the Limarinho deposit (northern Portugal): Genetic constraints from Bi-chalcogenides and Bi–Pb–Ag sulfosalts, fluid inclusions and stable isotopes",https://doi.org/10.1016/j.oregeorev.2015.07.009,2015-07-18,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1204070144,BOTH,52348e2deff8be869f08af8e,Effect of surface composition on electronic properties of methylammonium lead iodide perovskite,https://doi.org/10.1016/j.jmat.2015.07.005,2015-07-23,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W120986941,BOTH,8e4857f08dedb7210b1f5023,Contribution à l'étude de la stabilité des minéraux constitutifs de l'argilité du Callovo-Oxfordien en présence de fer à 90° C,,2011-11-15,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1214356715,BOTH,2264493531d3b8cdf2af7951,"The origin of the gold and uranium ores of the Black Reef Formation, Transvaal Supergroup, South Africa",https://doi.org/10.1016/j.oregeorev.2015.07.010,2015-07-18,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1218254186,BOTH,4743ed107e1fab732648b9fe,"Late Mesozoic molybdenum mineralization on Hainan Island, South China: Geochemistry, geochronology and geodynamic setting",https://doi.org/10.1016/j.oregeorev.2015.07.023,2015-08-12,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1219437318,BOTH,aec26496c6e67755d7e1a7e6,"Sulfur doping of M/In2O3 (M=Al,W) nanowires with room temperature near infra red emission",https://doi.org/10.1063/1.4930188,2015-09-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W122344535,BOTH,255e82bc4fbb7e45800c50f3,Contamination- induced Interfacial Resistance in Ohmic Microswitch Contacts,https://doi.org/10.1184/r1/6715337,2014-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1224476737,BOTH,738e4cdceb253d0620ee8342,Fundamental studies of surfactant templated metal oxide materials synthesis and transformation for adsorption and energy applications,,2015-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1228514323,BOTH,6148fd9f42df3b4679c997e5,"SHRIMP U–Pb zircon ages, mineral compositions and geochemistry of placer nephrite in the Yurungkash and Karakash River deposits, West Kunlun, Xinjiang, northwest China: Implication for a Magnesium Skarn",https://doi.org/10.1016/j.oregeorev.2015.08.023,2015-09-02,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W123376117,BOTH,9047343021a99055d2b9a51e,A deposit model for magmatic iron-titanium-oxide deposits related to Proterozoic massif anorthosite plutonic suite,https://doi.org/10.3133/sir20105070k,2013-01-01,report,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W123538859,BOTH,be7b401846b23d63a49ceb41,Evolution des propriétés physico-chimiques et mécaniques de composites à base caoutchoucs lors du photo-vieillissement,,2011-11-08,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W124488315,BOTH,f94426aecd9204cf06295d77,Neoarchean (2.5–2.8Ga) crustal growth of the North China Craton revealed by zircon Hf isotope: A synthesis,https://doi.org/10.1016/j.gsf.2011.10.006,2011-12-17,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1251248228,BOTH,4c343ab6b85a8d5906fe09b9,Near-Primary Mantle Melts and Their Implications for the Mechanism of Island Arc Basalt Oxidation,https://doi.org/10.23860/thesis-gentes-zoe-2015,2015-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W125369182,BOTH,571576e3e9db0471d103b937,"Titanium Oxide and Bone Anchorage: Role of the Complement System, and Delivery of Osteoporosis Drugs from Mesoporous TiO2",,2014-03-07,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W126028642,BOTH,26e064ad5a34c4c362d4f9c9,The surface of Mercury: interpreting remote sensing images and spectral signatures,,2013-01-30,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1274166919,BOTH,1f09c8f5db69b3a67b81cd4e,Advanced electron microscopy characterization of complex oxide interfaces,,2015-05-07,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W127419377,BOTH,5e99e885dfbd2202413957d3,Optical properties of vanadium oxide nanostructures synthesized by laser pyrolysis,,2012-02-28,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1278340522,BOTH,d7d8a5ea3264319842dcecc5,Three-dimensional porous carbon nanofiber networks decorated with cobalt-based nanoparticles: A robust electrocatalyst for efficient water oxidation,https://doi.org/10.1016/j.carbon.2015.07.063,2015-07-18,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W130628390,BOTH,2ad168ccbcfa9d5ec179cebb,Monitoring Photocatalytic Degradation of X-ray Contrast Media with Raman Spectroscopy,,2012-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W132144081,BOTH,864592628b662b9019ba89b1,Biomimetic Synthesis of Noble Metal Nanoparticles and Their Applications as Electro-catalysts in Fuel Cells,,2012-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W132824443,BOTH,fd76a25c406f578b12d70e20,METAL NANOPARTICLES FUNCTIONALIZED WITH METAL-LIGAND COVALENT BONDS,,2012-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W133929076,BOTH,9bc0ad2f810a3d523b125faf,Materials directed to implants for repairing Central Nervous System,https://doi.org/10.3989/cyv.302014,2014-12-30,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W135166380,BOTH,633aca6432389935d5b54f61,Nanoparticles in aqueous environments: a physicochemical and ecotoxicological study of cerium dioxide,,2011-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W135864721,BOTH,2e9fd35d15d712ed4ba82821,Relation between structure and properties of TiO2 coatings on metallic substrates,,2012-04-19,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W136383564,BOTH,9a4751ddbda47fd2fd6db276,Rapidly solidified magnesium: nickel alloys as hydrogen storage materials,,2014-07-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W138543579,BOTH,3a8a40c0f92c8705204d6e0a,Localized surface plasmon resonance induced structure-property relationships of metal nanostructures,,2013-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W139312494,BOTH,033eb969befb6d35ca213ea0,Protein effect on the corrosion behaviour of titanium modified by two surface treatments,,2011-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1408746498,BOTH,d54c06ffe472cfa7c728b7d0,Low-temperature Synthesis of Tin(II) Oxide From Tin(II) ketoacidoximate Precursor,https://doi.org/10.25781/kaust-k4tq8,2015-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1411776366,BOTH,ecf3e253b6615f6dced57aa3,TiO2/Cu2O composite based on TiO2 NTPC photoanode for photoelectrochemical (PEC) water splitting under visible light,https://doi.org/10.25781/kaust-wcg86,2015-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1412210378,BOTH,90e389829405b532af49b43c,Datation des hydrocarbures par la méthode Re-Os : étude expérimentale du comportement géochimique du couple Re-Os dans les pétroles durant l’évolution d’un système pétrolier,,2013-12-09,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1415945105,BOTH,3e841e2a7918e5faad852abe,Effect of ZrO2 Additive for IrO2-Ta2O5/Ti on Activity of Oer in Sulfuric Acid with Toluene Contamination,https://doi.org/10.1149/ma2015-02/24/959,2015-07-07,conference-abstract,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W141743119,BOTH,07c1827cb0dab3fe7f1cd7ae,Development of Novel Nano-structured Materials with Low-Cost and High Stability for PEM Fuel Cell,,2013-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W141797189,BOTH,7ce11a2d64d4e9c65f718044,Functionalization of nanostructured titania (TiO2) as electrode materials for supercapacitors,,2013-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1422448871,BOTH,317f18172bb10d8c585a4edf,Inorganic and hybrid inorganic-organic systems for conservative treatments of stone and wood materials,,2015-03-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1425643122,BOTH,b05e24119ee579a7fe51d3d9,"Synthesis, characterization and visible light photocatalytic activity of metal based TiO2 monoliths for CO2 reduction",https://doi.org/10.1016/j.cej.2015.07.090,2015-08-28,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W142610435,BOTH,d5c0d33210c52f64caaf2674,Preparation And Characterization Of Iron Oxide And Hydroxide Based Nanomaterials,,2011-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1426962662,BOTH,250fc4d6e6e27cbfd456b7a5,Eocene K-rich adakitic rocks in the Central Iran: Implications for evaluating its Cu–Au–Mo metallogenic potential,https://doi.org/10.1016/j.oregeorev.2015.07.017,2015-07-26,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1427939221,BOTH,01f4c270f9d88d4adaded9d8,Metal Oxide Semiconductors Employed as Photocatalysts during Water Splitting,https://doi.org/10.25560/24964,2014-08-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W143630512,BOTH,58f0ce3825436953a96e34af,Ablation par laser pulse de revetements antierosion pour le domaine aeronautique,,2013-04-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1437707231,BOTH,410883f7563e711bbe2b4a94,Novel Electrocatalysts for Generating Oxygen from Acid Water Electrolysis,https://doi.org/10.1149/ma2015-02/42/1672,2015-07-07,conference-abstract,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1438305123,BOTH,040857fe5ecf56077f86e417,A hybrid exchange density functional study of anatase TiO2 surfaces for applications in solar hydrogen production,https://doi.org/10.25560/24147,2014-06-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W143854126,BOTH,6785783489314cedcd324934,Semitransparent Functional Devices using PEDOT and/or ZnO Heterostructures,,2014-11-06,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1440648424,BOTH,7df03f67766d563804117c3d,"Microbially mediated iron ore formation, Silicic Superunit, Rudabánya, Hungary",https://doi.org/10.1016/j.oregeorev.2015.08.005,2015-08-10,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1444856836,BOTH,4049d47e5ebe536758dc3fd1,"Oxidized and reduced kaolin fan deposits: Their sedimentological–mineralogical facies and physical–chemical regime (North-Bavarian Kaolin Mining District, Germany)",https://doi.org/10.1016/j.oregeorev.2015.08.003,2015-08-14,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1448803096,BOTH,9d3b0b1ae91f47fb26261f88,Nanotubos óxidos aplicados a resinas compostas fotoativadas,,2015-04-27,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1456952338,BOTH,e0f65f798fce71aa330ae3a4,Transition metal loaded TiO2 for phenol photo-degradation,https://doi.org/10.1016/j.crci.2015.03.006,2015-09-09,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W145722956,BOTH,89be10e4fcab11874ec72a9e,Copper oxide nanoarchitectures for photoelectrochemical hydrogen generation,,2012-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1464744838,BOTH,8a2d4fb75d8e305bdcd424ce,Síntese e caracterização do composto SrTi1-xMnxO3 nanoestruturado,https://doi.org/10.11606/d.18.2014.tde-29012015-215637,2014-11-24,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W146551697,BOTH,b7f4b73fb4cd85d6c3d8451d,Al-doped Zinc Oxide as a Transparent Conductive Material,,2011-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1469013320,BOTH,2827d3aed944e67f11847c72,Layered Seed-Growth of AgGe Football-like Microspheres via Precursor-Free Picosecond Laser Synthesis in Water,https://doi.org/10.1038/srep13661,2015-09-03,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1479857132,BOTH,f7a6c175f07335fa6f8ceec7,Metal‐Insulator Phase Transition in Quasi‐One‐Dimensional VO2 Structures,https://doi.org/10.1155/2015/538954,2015-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1479992631,BOTH,d2baec0f5aa21c7bb8891cae,"Heavy minerals in sediments from the Mošnica Cave: Implications for the pre-Quaternary evolution of the middle-mountain allogenic karst in the Nízke Tatry Mts., Slovakia",https://doi.org/10.3986/ac.v43i2.653,2014-12-31,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1480039934,BOTH,083ef10b3772667aec5b32a4,Physicochemical Characterization of Photoelectrodes of Ti/TiO2 Prepared by Thermal Oxidation of Titanium,https://doi.org/10.4236/epe.2015.79038,2015-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1480115161,BOTH,92e3e0ddcda2332466a50b86,"New Identity of the Kimberlite Melt: Constraints from Unaltered Diamondiferous Udachnaya –East Pipe Kimberlite, Russia",https://doi.org/10.5772/26602,2011-12-22,book-chapter,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1480153255,BOTH,82f78e2ea284c2d4137b93d2,Properties of Nanofillers in Polymer,https://doi.org/10.5772/21694,2011-08-09,book-chapter,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1480799408,BOTH,3262e3a8a0197ea07e201d88,The Oruanui Eruption: Insights into the Generation and Dynamics of the World's Youngest Supereruption,https://doi.org/10.26686/wgtn.17005588.v1,2013-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1481093776,BOTH,f75e1c25c067825025fda9da,Supramolecular architectures with functionalised host ligands,,2014-07-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1481296106,BOTH,9341642beca7a61f305fc981,"A parallel branch-and-bound algorithm for thin-film optical systems, with application to realizing a broadband omnidirectional antireflection coating for silicon solar cells",https://doi.org/10.13140/rg.2.1.3835.3447,2014-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1481413972,BOTH,ef8b93e8d00575acc247ebd0,Proteomic Characterization of Biological Effects Induced by Engineered Nanomaterials,https://doi.org/10.13140/2.1.2233.2168,2014-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W1481925095,BOTH,84d9dd3b547cf287e70a1ffc,Decontamination of Wastewaters Containing Organics by Electrochemical Methods,https://doi.org/10.5772/53142,2013-01-16,book-chapter,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
